,name,title,degrees,leave
180,Cathy M. Johnson,James Phinney Baxter III Professor of Political Science,"1979, B.A., Dartmouth College, 1986, Ph.D., University of Michigan",n
181,Stewart D. Johnson,Professor of Mathematics,"1979, B.A., Fort Lewis College, 1985, Ph.D., Stanford University",n
182,Kelsey Jones,Distinguished Visiting Professor of Education,"2008, B.A., Williams College, 2010, M.Ed., Long Island University, School of Education, 2015, Ph.D., University of Pennsylvania, Graduate School of Education",n
183,Kevin M. Jones,William Edward McElfresh Professor of Physics,"1977, B.A., Williams College, 1983, Ph.D., Stanford University",n
184,Peter Just,Professor of Anthropology,"1972, B.A., University of Chicago, 1979, M.A., University of Pennsylvania, 1986, Ph.D., University of Pennsylvania",f
185,Shinko Kagaya,Professor of Japanese,"1989, B.A., Aoyama Gakuin University, 1991, M.A., Ohio State University, 1999, Ph.D., Ohio State University",n
186,William Kangas,Assistant Professor of Physical Education and Head Men's Ice Hockey Coach,"1982, B.A., University of Vermont, 1994, M.Ed., Massachusetts College of Liberal Arts",n
187,Aparna Kapadia,Associate Professor of History,"1998, B.A., St. Xavier's College, Mumbai University, 2001, M.A., Jawaharlal Nehru University, 2005, M.Phil., Jawaharlal Nehru University, 2010, Ph.D., University of London, affiliated with: Asian Studies Department",n
188,Paul M. Karabinos,Charles L. MacMillan Professor in Natural Sciences,"Chair of Advisory Committee on Shareholder Responsibility, 1975, B.S., University of Connecticut, 1981, Ph.D., Johns Hopkins University",n
189,Catherine Kealhofer,Assistant Professor of Physics,"2003, A.B., Princeton University, 2013, Ph.D., Stanford University",n
190,Joan Kee,Robert Sterling Clark Visiting Professor of Art History,"1997, B.A., Yale University, 2000, J.D., Harvard Law School, 2008, Ph.D., Institute of Fine Arts, New York University",n
191,Christi L. Kelsey,Assistant Professor of Physical Education and Head Women's Volleyball Coach,"2000, B.S., Purdue University, 2012, M.S., Northeastern University",n
192,Kathryn R. Kent,Professor of English,"1988, B.A., Williams College, 1993, M.A., Duke University, 1996, Ph.D., Duke University",y
193,Susanne Ryuyin Kerekes,Visiting Assistant Professor of Religion,"2007, B.A., DePauw University, 2012, M.A., Mahidol University, 2018, Ph.D., University of Pennsylvania",n
194,Sohaib I. Khan,Mellon Postdoctoral Fellow in Religion,"2019, Ph.D., Columbia University",n
195,Anthony Y. Kim,Visiting Assistant Professor of American Studies,"2006, B.A., University of California, San Diego, 2013, M.A., University of California, San Diego, 2016, Ph.D., University of California, San Diego",n
196,Olia Kim,Assistant Professor of Russian,"2006, B.A., Seoul National University, 2013, M.A., University of Pittsburgh, 2019, Ph.D., University of Pittsburgh",n
197,Morgan V. King,Visiting Assistant Professor of Classics,"2011, B.A., Carleton College, 2013, M.A., University of California, Berkeley, 2019, Ph.D., University of California, Berkeley",n
198,Kris N. Kirby,Professor of Psychology,"1985, B.A., Marshall University, 1991, Ph.D., Harvard University",n
199,Roger A. Kittleson,Professor of History,"1985, B.A., Northwestern University, 1989, M.A., Stanford University, 1990, M.A., University of Wisconsin, Madison, 1997, Ph.D., University of Wisconsin, Madison, affiliated with: Latina/o Studies Program",n
200,John E. Kleiner,Professor of English,"1983, B.A., Amherst College, 1985, M.S., Cornell University, 1988, M.A., Stanford University, 1991, Ph.D., Stanford University",n
201,Bernhard Klingenberg,Professor of Statistics,"1996, B.A., Technical University, Graz, Austria, 1998, M.S., Technical University, Graz, Austria, 2004, Ph.D., University of Florida",n
202,Thomas A. Kohut,Sue and Edgar Wachenheim III Professor of History,"1972, B.A., Oberlin College, 1975, M.A., University of Minnesota, 1983, Ph.D., University of Minnesota, 1984, Graduate, Cincinnati Psychoanalytic Institute",n
203,Pramila Kolekar,Visiting Lecturer in the Graduate Program in Art History,"2018, Ph.D., Boston College",n
204,Christophe A. Kone,Assistant Professor of German,"2006, M.A., Universite Lumiere Lyon 2, 2013, Ph.D., Rutgers University",n
205,Nate Kornell,Associate Professor of Psychology,"1996, B.A., Reed College, 2001, M.A., Columbia University, 2005, Ph.D., Columbia University",y
206,Lisa A. Koryushkina,Visiting Assistant Professor of Sociology,"2011, Ph.D., Brown University",n
207,Margaux L Kristjansson,Mellon Postdoctoral Fellow in Native American and Indigenous Studies in the American Studies Program,"2010, B.A., Carleton University, 2015, M.A., Columbia University, 2017, M.Phil., Columbia University, 2020, Ph.D., Columbia University",n
208,Cornelius C. Kubler,Stanfield Professor of Asian Studies,"1972, B.A., Cornell University, 1975, M.A., Cornell University, 1978, M.A., National Taiwan University, 1981, Ph.D., Cornell University",y
209,Joanna Kurkowicz,Lyell B. Clay Artist in Residence,"Violin and Concertmaster, Berkshire Symphony, 1992, M.M., J. Paderewski Conservatory of Music, Poland, 1994, M.M., University of Massachusetts, Amherst, 1998, A.D., New England Conservatory, Boston",n
210,Steven Kuster,Assistant Professor of Physical Education and Head Swim Coach,"1993, B.A., University of Pennsylvania, 1999, M.Ed., Harvard University",n
211,Kenneth N. Kuttner,Robert F. White Class of 1952 Professor of Economics,"1982, B.A., University of California, Berkeley, 1989, Ph.D., Harvard University",n
212,Sara LaLumia,Professor of Economics,"Chair of Political Economy Program, 2000, B.A., Youngstown State University, 2006, Ph.D., University of Michigan",n
213,Edwin Lawrence,Artist Associate in Harpsichord,"Piano and Organ and Lecturer in Music, 1969, B.M., State University of New York, Fredonia",n
214,Tim J. Lebestky,Associate Professor of Biology,"Chair of Neuroscience Program, 1995, B.S., University of Kansas, 2002, Ph.D., University of California, Los Angeles, affiliated with: Neuroscience Program",n
215,Alice Lee,Assistant Professor of Physical Education and Head Women's Lacrosse Coach,"2009, B.S., Central Connecticut State University, 2015, M.S., University of Massachusetts, Amherst",n
216,Joel Lee,Assistant Professor of Anthropology,"1998, B.A., Kenyon College, 2008, M.A., Columbia University, 2015, Ph.D., Columbia University",n
217,Jason Lemieux,Assistant Professor of Physical Education and Head Nordic Ski Coach,"2001, B.A., Williams College",n
218,William J. Lenhart,A. Barton Hepburn Professor of Computer Science,"1977, B.S., Saint Josephs College, 1979, M.A., Dartmouth College, 1983, Ph.D., Dartmouth College",n
219,Zafi Levy,Assistant Professor of Physical Education and Head Squash Coach,"2001, B.A., Williams College",n
220,Michael J. Lewis,Faison-Pierson-Stoddard Professor of Art History,"1980, B.A., Haverford College, 1989, Ph.D., University of Pennsylvania",f
221,Scott Lewis,Assistant Professor of Physical Education and Director of Outing Club,"1980, B.S., Springfield College, 1985, M.Ed., Springfield College",n
222,John K. Limon,John Hawley Roberts Professor of English,"1974, B.A., Harvard University, 1981, Ph.D., University of California, Berkeley",n
223,Haydee M. A. Lindo,Assistant Professor of Mathematics,"2008, B.A., Williams College, 2012, M.S., University of Nebraska, 2016, Ph.D., University of Utah",y
224,Rob Livingstone,Lecturer in Physical Education,"Head Strength and Conditioning Coach, 2000, B.S., Jacksonville State University",n
225,David W. Loehlin,Assistant Professor of Biology,"2003, A.B., University of Chicago, 2011, Ph.D., University of Rochester",y
226,Susan R. Loepp,William R. Kenan,"Jr. Professor of Mathematics, 1989, B.S., Bethel College, 1989, B.A., Bethel College, 1994, Ph.D., University of Texas",n
227,Gretchen Long,Professor of History,"1989, B.A., Wesleyan University, 1994, M.A., University of Chicago, 2003, Ph.D., University of Chicago",n
228,David A. Love,Provost,"Class of 1969 Professor of Economics, 1996, B.A., University of Michigan, 1998, M.A., Yale University, 2003, Ph.D., Yale University, affiliated with: Economics Department",n
229,Peter D. Low,Professor of Art,"1994, B.A., University of Toronto, 1995, M.A., Johns Hopkins University, 2001, Ph.D., Johns Hopkins University",n
230,Daniel V. Lynch,Philip and Dorothy Schein Professor of Biology,"1979, B.S., University of Massachusetts, Lowell, 1983, Ph.D., University of Texas, Austin",n
231,Michael D. MacDonald,Frederick L. Schuman Professor of International Relations,"1972, B.A., University of California, Berkeley, 1974, M.A., University of California, Berkeley, 1983, Ph.D., University of California, Berkeley",n
232,Scott C. MacDonald,Croghan Bicentennial Professor in Biblical and Early Christian Studies,"1978, B.A., Cornell University, 1981, B.D., University of St Andrews, 1986, Ph.D., Cornell University",n
233,Carlos Macias Prieto,Assistant Professor of Spanish,"2007, B.A., University of California, Berkeley, 2011, M.A., Purdue University, 2020, Ph.D., University of California, Berkeley",n
234,Jenna MacIntire,Lecturer in Chemistry,"1992, B.A., University of Vermont",n
235,James E. Mahon,Woodrow Wilson Professor of Political Science,"1977, B.A., Dartmouth College, 1983, M.A., University of California, Berkeley, 1989, Ph.D., University of California, Berkeley, on leave Spring 2021",s
236,Protik K. Majumder,Barclay Jermain Professor of Natural Philosophy,"1982, B.S., Yale University, 1989, Ph.D., Harvard University",n
237,Marc Mandel,Assistant Professor of Physical Education and Head Men's Crew Coach,"1998, B.A., Northwestern University, 2012, M.B.A., Georgetown University",n
238,Maud Mandel,President,"Professor of History, 1989, B.A., Oberlin College, 1993, A.M., University of Michigan, 1998, Ph.D., University of Michigan, affiliated with: History Department",n
239,James A. Manigault-Bryant,Professor of Africana Studies and Faculty Affiliate in Anthropology and Sociology and Religion,"1995, B.A., Tulane University, 2002, Ph.D., Brown University, affiliated with: Religion Department, Anthropology and Sociology",y
240,Rhon S. Manigault-Bryant,Professor of Africana Studies and Faculty Affiliate in Religion,"1999, A.B., Duke University, 2002, M.Div., Emory University, 2007, Ph.D., Emory University",y
241,Patricia Manning,Assistant Professor of Physical Education and Head Women's Basketball Coach,"1977, B.S., State University of New York, Cortland, 1981, M.S., State University of New York, Cortland, 1988, M.S., Smith College",n
242,Luana S. Maroja,Associate Professor of Biology,"1999, B.S., Universidade Federal do Rio de Janeiro, 2001, M.S., Universidade Federal do Rio de Janeiro, 2008, Ph.D., Cornell University",n
243,Brian Martin,Chair of Romance Languages and Professor of French and Comparative Literature,"1993, A.B., Harvard University, 1996, M.A., University of California, Los Angeles, 1999, A.M., Harvard University, 2003, Ph.D., Harvard University",n
244,Laura J. Martin,Assistant Professor of Environmental Studies and Faculty Affiliate in History,"2006, S.B., Brown University, 2010, M.S., Cornell University, 2015, Ph.D., Cornell University, affiliated with: History Department",y
245,Martha Marvin,Lecturer in Neuroscience,"1984, B.A., University of California, Berkeley, 1995, Ph.D., Massachusetts Institute of Technology",n
246,James McAllister,Fred Greene Third Century Professor of Political Science,"1986, B.A., State University of New York, Buffalo, 1989, M.A., Columbia University, 1999, Ph.D., Columbia University, affiliated with: Leadership Studies Program",n
247,Samuel McCauley,Assistant Professor of Computer Science,"2010, B.S., Tufts University, 2016, Ph.D., Stony Brook University",n
248,George McCormack,Assistant Professor of Physical Education,"Head Men's Lacrosse Coach, 1987, B.S., Ithaca College, 2007, M.Ed., Boston University",n
249,Mark T. McDonough,Lecturer in Physical Education,"Assistant Football Coach, 2002, B.S., Ithaca College",n
250,Elizabeth P. McGowan,Art Dept Co-Chair & Chair of Art History,"Robert Sterling Clark Professor of Art, 1979, B.A., Princeton University, 1981, M.A., New York University Institute of Fine Arts, 1983, Ph.D., New York University Institute of Fine Arts",n
251,Keith E. McPartland,Associate Professor of Philosophy,"1994, B.A., Rutgers University, 1998, M.A., Cornell University, 2007, Ph.D., Cornell University",n
252,Gage C. McWeeny,Professor of English,"Chair of Oakley Center for the Humanities and Social Sciences, 1993, B.A., Columbia University, 1998, M.A., Princeton University, 2003, Ph.D., Princeton University, affiliated with: Oakley Ctr for Human & Soc Sci",n
253,Brittany Meché,Gaius Charles Bolin Fellow in the Environmental Studies Program,"2010, B.A., New York University, 2014, M.A., The New School",n
254,Lisa Melendy,Chair,"Director of Athletics and Assistant Professor in Physical Education, 1982, A.B., Smith College, 1985, M.S., University of Massachusetts, Amherst",n
255,Carolina Melgarejo-Torres,Visiting Assistant Professor of Spanish,"2008, B.A., Universidad Nacional Autónoma de México, 2012, M.A., El Colegio de México, , Ph.D.(c), (candidate) El Colegio de México, Linguistics",n
256,Nicole E. Mellow,Professor of Political Science,"1992, B.A., Vassar College, 2003, Ph.D., University of Texas at Austin, affiliated with: Leadership Studies Program",n
257,April Merleaux,Visiting Assistant Professor of Environmental Studies,"1995, B.A., Reed College, 2002, M.S., Tufts University, 2007, M.Phil., Yale University, 2010, Ph.D., Yale University",n
258,Karen R. Merrill,Frederick Rudolph '42 - Class of 1965 Professor of American Culture,"1986, B.A., Oberlin College, 1988, M.A., University of Denver, 1994, Ph.D., University of Michigan, on leave Spring 2021",s
259,Alexandar Mihailovic,Visiting Lecturer in American Studies,"1981, B.A., Columbia University, 1983, M.A., Yale University, 1985, M.Phil., Yale University, 1993, Ph.D., Yale University",n
260,Carolyn D. Miles,Assistant Professor of Physical Education and Associate Director/Student Athlete Services,"1998, B.S., University of New Hampshire, 2008, M.S., Columbia University",n
261,Steven J. Miller,Professor of Mathematics,"1996, B.S., Yale University, 1998, M.A., Princeton University, 2002, Ph.D., Princeton University",n
262,Kaoruko Minamoto,Visiting Lecturer of Japanese,"2013, B.A., Ritsumeikan University, 2020, M.A., University of Wisconsin-Madison",n
263,Marion Min-Barron,Visiting Assistant Professor,"2002, B.A., Middlebury College, 2010, M.P.H., Tufts School of Medicine, 2010, M.S., Tufts Friedman School of Nutrition Science & Policy, 2016, Ph.D., Tufts Friedman School of Nutrition Science & Policy",n
264,Emily R Mitchell-Eaton,Visiting Assistant Professor of Women's,"Gender and Sexuality Studies, 2006, B.A., Smith College, 2011, M.P.A., Syracuse University, 2016, Ph.D., Syracuse University",n
265,Gregory C. Mitchell,Chair and Associate Professor of Women's,"Gender and Sexuality Studies and Faculty Affiliate in Anthropology/Sociology, Chair of Women's, Gender, and Sexuality Studies, 2000, B.S., Illinois State University, 2001, M.S., Illinois State University, 2007, M.A., University of Chicago, 2012, Ph.D., Northwestern University, affiliated with: Anthropology and Sociology",n
266,Bojana Mladenovic,Professor of Philosophy,"1984, B.A., University of Belgrade, 1987, M.A., McGill University, 1996, Ph.D., University of California, Berkeley",f
267,Michele Monserrati,Visiting Assistant Professor of Romance Languages and Comparative Literature,"2009, M.A., Rutgers University, 2012, Ph.D., Rutgers University, affiliated with: Comparative Literature Program",n
268,Peter J. Montiel,Fairleigh S. Dickinson,"Jr. '41 Professor of Economics, 1973, Ph.D., Massachusetts Institute of Technology, 1973, B.A., Yale University",n
269,Manuel A. Morales,Professor of Biology,"1994, A.B., Kenyon College, 1999, Ph.D., University of Connecticut",n
270,Ralph E. Morrison,Assistant Professor of Mathematics,"2010, B.A., Williams College, 2015, Ph.D., University of California, Berkeley",n
271,Carolyn Mraz,Visiting Lecturer in Theatre,"2005, B.A., Oberlin College, 2011, M.F.A., New York University",n
272,Murad K. Mumtaz,Assistant Professor of Art,"2004, B.F.A., National College of Arts, 2010, M.F.A., Columbia University, 2018, Ph.D., University of Virginia",n
273,Ngonidzashe Munemo,Professor of Political Science,"Chair of Global Studies, 2000, B.A., Bard College, 2001, M.A., Columbia University, 2008, Ph.D., Columbia University, affiliated with: Global Studies",n
274,Tendai Muparutsa,Artist in Residence in African Music Performance,"Lecturer in Music, Director of Zambezi, Co-Director of Kusika, 2004, B.A., University of",n
275,Zimbabwe,2008,"M.M., University of Idaho, 2012, Ph.D., University of Alberta",n
276,Steven E. Nafziger,Professor of Economics,"2000, B.A., Northwestern University, 2002, M.A., Yale University, 2003, M.Phil., Yale University, 2006, Ph.D., Yale University",y
277,Lama Nassif,Assistant Professor of Comparative Literature,"1994, B.A., Damascus University, 2007, M.A., Middlebury Institute of International Studies at Monterey, 2014, Ph.D., University of Texas, Austin, affiliated with: Comparative Literature Program",n
278,Eli Nelson,Assistant Professor of American Studies,"2012, B.A., Shimer College, 2013, M.A., Harvard University, 2018, Ph.D., Harvard University",n
279,Gail M. Newman,Chair of Center for Foreign Languages,"Literatures & Cultures and Harold J. Henry Professor of German, 1976, B.A., Northwestern University, 1981, M.A., University of Minnesota, 1984, Ph.D., University of Minnesota, affiliated with: German and Russian Department",n
280,Shaoyang Ning,Assistant Professor of Statistics,"2013, B.S., Peking University, 2018, Ph.D., Harvard University",n
281,Nimu Njoya,Lecturer in Political Science,"2002, B.A., Macalester College, 2004, M.A., University of Amsterdam, 2010, Ph.D., Rutgers University",n
282,James L. Nolan,Chair and Washington Gladden 1859 Professor of Sociology,"1984, B.A., University of California, Davis, 1992, M.A., University of Virginia, 1995, Ph.D., University of Virginia",n
283,Christopher M. B. Nugent,Professor of Chinese,"Chair of Comparative Literature Program, 1991, B.A., Brown University, 2004, Ph.D., Harvard University",y
284,Will Olney,Associate Professor of Economics,"2002, B.A., Wesleyan University, 2010, Ph.D., University of Colorado",y
285,Sarah E. Olsen,Assistant Professor of Classics,"2008, B.A., Wellesley College, 2010, M.A., University of California, Berkeley, 2016, Ph.D., University of California, Berkeley",n
286,Meg Onli,Visiting Lecturer in the Program of Graduate Art History,"2008, B.F.A., School of the Art Institute of Chicago, 2014, M.A., Courtauld Institute of Art",n
287,Amnon G Ortoll-Bloch,Postdoctoral Fellow in Chemistry,"2014, B.S., National Autonomous University of Mexico, 2020, Ph.D., Cornell University",n
288,Owen Ozier,Associate Professor of Economics,"1999, S.B., Massachusetts Institute of Technology, 1999, M.Eng., Massachusetts Institute of Technology, 2010, Ph.D., University of California, Berkeley",n
289,Allison Pacelli,Professor of Mathematics,"1997, B.S., Union College, 2003, Ph.D., Brown University",n
290,Jan Padios,Associate Professor of American Studies,"2001, B.A., Columbia University, 2005, M.A., New York University, 2012, Ph.D., New York University, 2021, M.F.A., Randolph College",n
291,Janine Parker,Artist-in-Residence in Dance,none,n
292,Lee Y. Park,William R. Kenan,"Jr. Professor of Chemistry, 1986, B.A., Wellesley College, 1992, Ph.D., Massachusetts Institute of Technology",n
293,Paul C. Park,Senior Lecturer in English,"1975, B.A., Hampshire College",f
294,Jay M. Pasachoff,Chair and Field Memorial Professor of Astronomy,"Director of the Hopkins Observatory, 1963, A.B., Harvard University, 1965, A.M., Harvard University, 1969, Ph.D., Harvard University, 1970, Postdoctoral Research at, Harvard College Observatory, 1972, Postdoctoral Research at, Caltech/Hale Observatories",n
295,Darel E. Paul,Professor of Political Science,"1990, B.A., University of Minnesota, 1994, M.A., George Washington University, 2000, Ph.D., University of Minnesota",n
296,Enrique Peacock-López,Halford R Clark Professor of Natural Sciences,"1974, B.S., Universidad Nacional Autonoma de Mexico, 1976, M.S., University of California, Riverside, 1982, Ph.D., University of California, San Diego",n
297,Lori A. Pedersen,Lecturer in Mathematics,"1982, B.A., The College of Wooster, 1985, M.A., Brown University",n
298,Julie Pedroni,Lecturer in Philosophy,"1986, B.A., Wells College, 1999, Ph.D., Georgetown University, affiliated with: Ctr-Environmental Studies",n
299,Peter L. Pedroni,Professor of Economics,"1986, B.A., Miami University, 1993, Ph.D., Columbia University, 1993, M.A., Columbia University",n
300,Ileana Perez Velazquez,Professor of Music,"1989, B.M., Higher Institute of Arts, 1995, M.A., Dartmouth College, 1999, D.M.A., Indiana University",n
301,James L. Pethica,Senior Lecturer in English and Theatre,"1980, B.A., Oxford University, 1987, Ph.D., Oxford University, affiliated with: Theatre Department",n
302,Greg Phelan,Associate Professor of Economics,"2007, B.A., Yale University, 2010, M.A., Yale University, 2012, M.Phil., Yale University, 2014, Ph.D., Yale University",n
303,Rowan Ricardo Phillips,Margaret Bundy Scott Professor of English,"1996, B.A., Swarthmore College, 2003, Ph.D., Brown University",n
304,Katarzyna M. Pieprzak,Professor of Francophone Literature,"French Language, and Comparative Literature, 1995, B.A., Rice University, 1998, M.A., University of Michigan, 2001, Ph.D., University of Michigan",y
305,Shanti Pillai,Assistant Professor of Theatre,"1989, B.A., Stanford University, 1990, M.A., University of California, Berkeley, 2005, Ph.D., New York University",n
306,Anna M. Plantinga,Assistant Professor of Statistics,"2013, B.S., Calvin College, 2018, Ph.D., University of Washington",n
307,Amy D. Podmore,Art Dept Co-Chair & Chair of Studio Art,"J. Kirk T. Varnedoe 1967 Professor of Art, 1982, B.S., State University of New York, Buffalo, 1987, M.F.A., University of California, Davis",n
308,Kailani Polzak,Assistant Professor of Art,"2007, B.A., University of California, Santa Cruz, 2017, Ph.D., University of California, Berkeley",y
309,Daniel E. Prindle,Visiting Instructor in Music,"2003, B.M., Berklee College of Music, 2011, M.M., University of Massachusetts, Amherst",n
310,Marek S. Probosz,Visiting Lecturer in Theatre,none,n
311,Tim J. Pusack,Assistant Professor at Williams-Mystic,"2005, B.A., Colgate University, 2013, Ph.D., Oregon State University",n
312,Christopher L. Pye,Class of 1924 Professor of English,"1975, B.A., Oberlin College, 1977, M.A., University College, 1984, Ph.D., Cornell University",n
313,Ahmed Ragab,Richmond Visiting Professor,"2006, M.D., Qasr al-Aini School of Medicine, Cairo University, 2010, Ph.D., École Pratique des Hautes Études, affiliated with: Religion Department, American Studies Program",n
314,Ashok S. Rai,Professor of Economics,"1992, B.A., Stanford University, 1997, Ph.D., University of Chicago",n
315,Sarah Rara,Assistant Professor of Art,"2005, B.A., Brown University, 2011, M.F.A., University of Southern California",n
316,Bob Rawle,Assistant Professor of Chemistry,"2008, B.A., Pomona College, 2014, Ph.D., Stanford University",n
317,Mark R. Raymond,Assistant Professor of Physical Education and Head Coach of Football,"1998, M.A., Syracuse University",n
318,Sarah E. Raymond,Assistant Professor of Physical Education and Head Women's Soccer Coach,"1991, B.A.S., Phillip Institute of Technology, 2003, M.C.S., Long Island University",n
319,Anjuli F. Raza Kolb,Associate Professor of English,"2003, B.A., Columbia College, 2006, M.A., Columbia University, 2008, M.Phil., Columbia University, 2013, Ph.D., Columbia University",y
320,Anne Reinhardt,Chair and Professor of History,"1990, B.A., Harvard University, 1994, M.A., University of California, Berkeley, 2002, Ph.D., Princeton University",n
321,Mark T. Reinhardt,Chair and Class of 1956 Professor of American Civilization,"1983, B.A., Wesleyan University, 1991, Ph.D., University of California, Santa Cruz, affiliated with: American Studies Program",n
322,Bernard J. Rhie,Chair and Associate Professor of English,"1997, B.A., University of California, Berkeley, 2001, M.A., University of Pennsylvania, 2005, Ph.D., University of Pennsylvania",n
323,Kenny Rivero,Visiting Assistant Professor of Art,"2006, B.F.A., School of Visual Arts, 2012, M.F.A., Yale University",n
324,Neil Roberts,Chair and Professor of Africana Studies and Faculty Affiliate in Political Science and Religion,"1998, B.A., Brown University, 2003, M.A., University of Chicago, 2007, Ph.D., University of Chicago, affiliated with: Religion Department, Political Science Department",n
325,Shivon A. Robinson,Assistant Professor of Psychology,"2011, B.A., Williams College, 2016, Ph.D., University of Pennsylvania, affiliated with: Neuroscience Program",n
326,Henrik Ronellenfitsch,Assistant Professor of Physics,"2010, B.Sc., ETH Zürich, 2012, M.Sc., ETH Zürich, 2016, Dr.rer.n, Georg-August-Universität Göttingen",n
327,Nelly A. Rosario,Associate Professor of Latina/o Studies,"1994, S.B., Massachusetts Institute of Technology, 1998, M.F.A., Columbia University",y
328,Shawn J. Rosenheim,Professor of English,"Chair of Campus Environmental Committee, 1985, B.A., Oberlin College, 1988, M.A., Yale University, 1993, Ph.D., Yale University",n
329,Jennifer K. Rosenthal,Instructor in Chemistry,"1994, B.A., Bloomsburg University, 1995, M.Ed., East Stroudsburg University, 2011, Ph.D., State University of New York, Albany",n
330,Sidney A. Rothstein,Assistant Professor of Political Science,"2009, B.A., Reed College, 2017, Ph.D., University of Pennsylvania",n
331,Leyla Rouhi,Preston S. Parish '41 Third Century Professor of Romance Languages,"1987, B.A., Oxford University, 1988, M.A., Harvard University, 1995, Ph.D., Harvard University",n
332,Marketa Rulikova,Visiting Assistant Professor of Sociology,"1996, B.A., University of Pardubice, 1997, M.A., Central European University, 2001, Ph.D., Polish Academy of Science",n
333,Sophie F. Saint-Just,Assistant Professor of French and Francophone Studies,"1991, B.A., La Sorbonne Nouvelle (Paris III), 1994, M.A., La Sorbonne Nouvelle (Paris III), 2004, M.Phil., City University of New York, 2013, Ph.D., City University of New York",y
334,Michael Samson,Senior Lecturer in Economics,"1983, B.A., Yale University, 1994, Ph.D., Stanford University",n
335,Alberto Sandoval-Sanchez,Bennett Boskey Visiting Professor,"1983, Ph.D., University of Minnesota",n
336,Eddy Sandoval,Gaius Charles Bolin Fellow in Latina/o Studies,"2014, B.A., Dartmouth College, 2017, M.A., University of Washington, Seattle",n
337,Marlene J. Sandstrom,Dean of the College,"Hales Professor of Psychology, 1991, B.A., Yale University, 1993, M.A., Duke University, 1996, Ph.D., Duke University, affiliated with: Psychology Department",n
338,Noah J. Sandstrom,Chair and Professor of Psychology,"1994, B.A., Knox College, 1997, M.A., Duke University, 1999, Ph.D., Duke University, affiliated with: Neuroscience Program",n
339,Omar A. Sangare,Chairperson and Professor of Theatre,"1993, M.F.A., The Theatre Academy, 2006, Ph.D., The Theatre Academy",n
340,Ren Dara Santiago,Visiting Lecturer in Theatre,none,n
341,Robert M. Savage,Professor of Biology,"1987, B.A., Bowdoin College, 1993, Ph.D., Wesleyan University",n
342,Kenneth K. Savitsky,Professor of Psychology,"1993, B.A., Indiana University, 1997, Ph.D., Cornell University",n
343,Jana Sawicki,Chair of Philosophy and Morris Professor of Rhetoric,"1974, B.A., Sweet Briar College, 1978, M.A., Columbia University, 1983, Ph.D., Columbia University",n
344,Ned G. Schaumberg,Assistant Professor at Williams-Mystic,"2009, B.A., Whitman College, 2012, M.A., University of Washington, 2018, Ph.D., University of Washington",n
345,Lucie Schmidt,John J Gibson Professor of Economics,"1993, A.B., Smith College, 1997, M.A., University of Michigan, 2003, Ph.D., University of Michigan",n
346,Pallavi Sen,Assistant Professor of Art,"2016, M.F.A., Virginia Commonwealth University",n
347,Eun Young Seong,Visiting Assistant Professor of Japanese,"2008, B.A., Korea University, 2012, M.A., The University of Tokyo, 2019, Ph.D., University of California, Irvine",n
348,Justin B. Shaddock,Assistant Professor of Philosophy,"2004, B.A., University of Notre Dame, 2011, Ph.D., University of Chicago",n
349,Cheryl Shanks,Professor of Political Science,"1983, B.A., University of California, Santa Cruz, 1988, M.A., University of Michigan, 1994, Ph.D., University of Michigan",n
350,Kelly A. Shaw,Associate Professor of Computer Science,"1997, B.S., Duke University, 2005, Ph.D., Stanford University",n
351,James R. Shepard,J. Leland Miller Professor of American History,"Literature, and Eloquence, 1978, B.A., Trinity College, 1980, M.F.A., Brown University",n
352,Karen L. Shepard,Senior Lecturer in English,"1987, B.A., Williams College, 1992, M.F.A., University of Houston",n
353,Stephen C. Sheppard,Class of 2012 Professor of Economics,"1977, B.S., University of Utah, 1979, M.A., Washington University, 1984, Ph.D., Washington University",n
354,W. Anthony Sheppard,Marylin & Arthur Levitt Professor of Music,"1991, B.A., Amherst College, 1993, M.F.A., Princeton University, 1996, Ph.D., Princeton University",n
355,Olga Shevchenko,Professor of Sociology,"1996, B.A., Moscow State University, 1997, M.A., Central European University, 2002, Ph.D., University of Pennsylvania, on leave Spring 2021",s
356,Grant Shoffstall,Visiting Lecturer in Anthropology & Sociology,"2002, B.A., Illinois State University, 2006, M.A., Illinois State University, 2014, Ph.D., University of Illinois",n
357,Lara D. Shore-Sheppard,Chair and Kimberly A. '96 and Robert R. '62 Henry Professor of Economics,"1991, B.A., Amherst College, 1993, M.A., Princeton University, 1996, Ph.D., Princeton University",n
358,Cesar E. Silva,Hagey Family Professor of Mathematics,"1977, B.S., Catholic University of Peru, 1979, M.A., University of Rochester, 1984, Ph.D., University of Rochester",y
359,Christina E. Simko,Assistant Professor of Sociology,"2005, B.A., Bridgewater College, 2007, M.A., University of Virgina, 2013, Ph.D., University of Virginia",n
360,Jeremy C Simon,Visiting Assistant Professor of Psychology,"2013, B.A., Amherst College, 2017, M.A., Brandeis University, 2020, Ph.D., Brandeis University",n
361,Shikha Singh,Assistant Professor of Computer Science,"2013, M.S., Indian Institute of Technology, 2018, Ph.D., Stony Brook University",n
362,Eiko Maruko Siniawer,Class of 1955 Memorial Professor of History,"1997, B.A., Williams College, 1999, M.A., Harvard University, 2003, Ph.D., Harvard University, affiliated with: Asian Studies Department",n
